"Unnamed..0","GAD1","GAD2","GAD3","GAD4","GAD5","GAD6","GAD7","GADE","SWL1","SWL2","SWL3","SWL4","SWL5","Game","Platform","Hours","whyplay","streams","SPIN1","SPIN2","SPIN3","SPIN4","SPIN5","SPIN6","SPIN7","SPIN8","SPIN9","SPIN10","SPIN11","SPIN12","SPIN13","SPIN14","SPIN15","SPIN16","SPIN17","Narcissism","Gender","Age","Work","Degree","Birthplace","Residence","Playstyle","GAD_T","SWL_T","Residence_ISO3","Birthplace_ISO3"
109,0,0,0,0,0,0,0,"Not difficult at all",6,6,6,6,6,"League of Legends","PC",42,"Fun",4,1,2,1,1,1,1,0,2,1,0,1,0,0,1,1,1,1,3,"Male",27,"Employed","Bachelors","India","India","Multiplayer",0,30,"IND","IND"
110,0,3,3,3,1,2,3,"Extremely difficult",1,4,1,1,1,"League of Legends","PC",20,"Fun",2,1,0,0,4,0,1,2,3,2,1,4,0,0,3,0,0,0,1,"Female",21,"Employed","High School","USA","Germany","Multiplayer",15,8,"DEU","USA"
111,1,1,1,1,0,1,0,"Somewhat difficult",1,7,1,1,1,"League of Legends","PC",14,"Fun",4,0,0,0,4,2,0,0,2,1,1,0,1,0,0,0,0,0,1,"Male",18,"Student","High School","Netherlands","Netherlands","Multiplayer",5,11,"NLD","NLD"
112,1,3,3,1,0,1,0,"Somewhat difficult",1,7,5,1,1,"Starcraft 2","PC",80,"Competition",35,1,0,0,2,2,4,4,2,4,0,4,4,0,3,2,1,4,2,"Male",18,"Student","None","UK","UK","Multiplayer",9,15,"GBR","GBR"
113,1,1,1,1,2,2,1,"Somewhat difficult",2,2,1,2,1,"League of Legends","PC",50,"Competition",5,2,1,3,4,3,2,1,3,4,3,1,1,1,2,0,2,1,2,"Male",19,"Student","High School","USA","USA","Multiplayer",9,8,"USA","USA"
114,1,0,1,1,2,2,0,"Somewhat difficult",1,6,1,1,2,"League of Legends","PC",40,"Fun",15,1,3,3,3,0,1,2,3,4,4,3,1,0,2,1,1,3,1,"Male",22,"Student","High School","Denmark","Denmark","Multiplayer",7,11,"DNK","DNK"
116,0,0,1,1,0,0,0,"Somewhat difficult",3,4,5,2,2,"League of Legends","PC",10,"Fun",20,1,2,0,3,0,1,3,3,4,1,4,1,0,0,0,0,2,1,"Female",20,"Employed","High School","Portugal","Portugal","Multiplayer",2,16,"PRT","PRT"
117,0,0,0,1,0,1,0,"Not difficult at all",6,6,6,6,6,"Starcraft 2","PC",10,"Competition",5,0,1,1,2,0,1,2,1,1,0,1,0,0,1,1,0,0,2,"Male",22,"Student","High School","UK","UK","Multiplayer",2,30,"GBR","GBR"
118,0,1,1,0,1,0,1,"Somewhat difficult",3,6,2,7,1,"League of Legends","PC",28,"Competition",10,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"Male",21,"Student","Bachelors","France","France","Multiplayer",4,19,"FRA","FRA"
119,1,1,1,1,1,3,0,"Somewhat difficult",1,2,1,3,1,"League of Legends","PC",30,"Fun",20,2,0,2,1,4,1,0,2,1,0,1,4,0,3,1,0,0,2,"Male",20,"Unemployed","Bachelors","France","France","Multiplayer",8,8,"FRA","FRA"
120,3,1,2,1,0,1,0,"Not difficult at all",1,6,1,2,1,"Heroes of the Storm","PC",20,"Fun",50,0,1,3,3,3,3,1,4,4,0,3,1,2,3,1,0,1,1,"Male",23,"Student","High School","France","France","Multiplayer",8,11,"FRA","FRA"
121,3,3,3,1,1,3,3,"Very difficult",1,1,1,1,1,"League of Legends","PC",28,"Fun",8,3,2,1,3,2,3,1,2,3,0,4,3,0,3,1,1,2,3,"Male",21,"Employed","High School","UK","UK","Multiplayer",17,5,"GBR","GBR"
122,1,1,1,1,0,0,0,"Not difficult at all",3,5,3,3,3,"League of Legends","PC",40,"Competition",10,0,3,1,0,1,3,4,1,1,0,3,0,0,4,4,0,1,1,"Male",23,"Unemployed","High School","Argentina","Argentina","Multiplayer",4,17,"ARG","ARG"
123,1,0,0,0,1,1,0,"Somewhat difficult",2,2,2,2,1,"League of Legends","PC",30,"Fun",15,0,3,2,4,4,4,2,3,1,1,4,2,1,4,3,0,2,1,"Male",18,"Student","High School","Germany","Germany","Singleplayer",3,9,"DEU","DEU"
124,1,1,3,1,1,3,3,"Not difficult at all",6,6,7,5,5,"League of Legends","PC",30,"Competition",15,1,2,3,4,4,1,0,4,4,4,4,1,3,3,4,0,4,2,"Male",18,"Employed","High School","Germany","Germany","Multiplayer",13,29,"DEU","DEU"
125,0,0,1,1,0,0,0,"Somewhat difficult",5,6,6,4,2,"Other","PC",30,"Competition",8,0,1,3,0,1,2,0,2,3,0,4,0,0,0,1,0,0,2,"Female",20,"Student","High School","Colombia","Germany","Multiplayer",2,23,"DEU","COL"
126,1,0,1,2,0,2,0,"Not difficult at all",2,3,4,2,6,"League of Legends","PC",17,"Competition",5,1,2,1,1,0,0,0,0,1,0,0,1,1,2,0,1,0,4,"Male",27,"Employed","High School","Estonia","Estonia","Multiplayer",6,17,"EST","EST"
127,0,0,0,1,1,1,0,"Not difficult at all",3,4,5,4,3,"League of Legends","PC",30,"Fun",1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,0,0,1,"Male",20,"Employed","High School","UK","UK","Multiplayer",3,19,"GBR","GBR"
128,0,0,1,1,0,2,0,"Somewhat difficult",3,6,5,5,3,"League of Legends","PC",7,"Fun",14,0,2,0,3,1,1,0,3,2,0,3,0,0,1,1,0,1,1,"Male",34,"Employed","Masters","Germany","Germany","Multiplayer",4,22,"DEU","DEU"
129,2,1,1,0,0,3,0,"Somewhat difficult",1,2,1,1,1,"Starcraft 2","PC",14,"Competition",10,2,2,3,4,4,3,1,2,4,2,4,4,0,4,4,2,1,2,"Male",19,"Unemployed","High School","Russia","Russia","Multiplayer",7,6,"RUS","RUS"
130,1,1,1,1,0,1,1,"Somewhat difficult",2,5,4,5,5,"League of Legends","PC",30,"Fun",5,1,1,1,2,1,3,2,0,2,1,3,3,1,2,2,1,2,2,"Male",21,"Student","Bachelors","Slovakia","Czech Republic","Singleplayer",6,21,"CZE","SVK"
131,0,0,3,0,0,0,0,"Somewhat difficult",2,2,2,2,4,"League of Legends","PC",25,"Fun",10,0,3,0,4,1,1,1,0,4,1,3,2,0,0,4,0,2,1,"Male",20,"Unemployed","Bachelors","Netherlands","Netherlands","Multiplayer",3,12,"NLD","NLD"
132,1,1,0,1,2,0,0,"Not difficult at all",6,6,6,7,6,"League of Legends","PC",10,"Fun",1,1,1,1,3,1,1,2,2,3,1,2,1,1,2,3,1,1,1,"Female",20,"Student","High School","Lithuania","Lithuania","Multiplayer",5,31,"LTU","LTU"
133,2,1,1,1,0,1,1,"Somewhat difficult",5,4,5,3,5,"World of Warcraft","PC",45,"Competition",3,1,4,3,4,2,3,0,3,2,2,4,3,1,3,4,1,3,3,"Male",35,"Employed","None","UK","Ireland","Multiplayer",7,22,"IRL","GBR"
135,2,3,2,1,0,1,2,"Somewhat difficult",6,7,6,3,5,"League of Legends","PC",40,"Fun",15,2,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,"Female",18,"Student","High School","Norway","Norway","Multiplayer",11,27,"NOR","NOR"
136,0,0,1,0,0,0,0,"Not difficult at all",6,6,6,6,7,"League of Legends","PC",12,"Competition",5,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,4,"Male",25,"Employed","PhD","Germany","Germany","Multiplayer",1,31,"DEU","DEU"
137,1,1,1,0,2,1,1,"Somewhat difficult",4,4,5,3,5,"League of Legends","PC",16,"Fun",10,1,1,1,1,1,2,0,0,1,0,1,1,2,1,1,0,0,1,"Male",19,"Student","High School","Sri Lanka","Japan","Multiplayer",7,21,"JPN","LKA"
138,1,0,1,2,0,1,1,"Somewhat difficult",6,6,6,7,6,"Starcraft 2","PC",13,"Competition",20,2,0,2,2,2,2,2,2,1,1,0,0,0,0,2,0,1,3,"Male",23,"Student","Masters","Belgium","Belgium","Multiplayer",6,31,"BEL","BEL"
139,0,0,0,0,1,0,0,"Not difficult at all",2,5,3,2,1,"Counter Strike","PC",20,"Fun",5,1,0,3,1,0,1,0,1,1,1,2,0,0,1,1,0,0,1,"Male",19,"Student","None","Switzerland","Switzerland","Multiplayer",1,13,"CHE","CHE"
140,0,0,0,0,0,0,1,"Not difficult at all",5,6,6,6,4,"League of Legends","PC",16,"Fun",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"Male",18,"Student","High School","UK","UK","Multiplayer",1,27,"GBR","GBR"
141,3,3,3,3,1,3,2,"Extremely difficult",2,2,2,4,2,"Other","Smartphone",10,"Competition",0,0,3,2,3,1,2,1,1,3,3,1,0,2,2,2,1,3,1,"Male",36,"Employed","High School","Canada","Canada","Singleplayer",18,12,"CAN","CAN"
142,0,0,1,0,0,1,0,"Not difficult at all",5,5,5,4,3,"League of Legends","PC",12,"Competition",3,0,2,0,0,1,2,1,0,1,0,3,1,1,1,1,0,2,3,"Male",18,"Employed","High School","UK","UK","Multiplayer",2,22,"GBR","GBR"
143,1,2,2,1,2,2,0,"Somewhat difficult",2,2,3,4,5,"League of Legends","PC",21,"Fun",5,0,1,0,2,1,3,4,2,2,0,2,0,2,1,2,0,1,1,"Male",21,"Student","High School","Croatia","Croatia","Multiplayer",10,16,"HRV","HRV"
144,0,0,1,1,0,0,1,"Somewhat difficult",5,5,5,4,5,"League of Legends","PC",5,"Fun",10,1,2,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,"Male",23,"Employed","High School","Germany","Germany","Multiplayer",3,24,"DEU","DEU"
145,0,0,1,1,1,1,0,"Not difficult at all",5,4,5,3,3,"League of Legends","PC",40,"Competition",3,1,1,0,2,0,1,1,0,1,1,2,0,0,1,1,1,1,2,"Male",22,"Student","High School","Finland","Finland","Multiplayer",4,20,"FIN","FIN"
146,1,1,1,0,0,0,0,"Not difficult at all",2,6,5,1,1,"Starcraft 2","PC",10,"Competition",10,0,0,2,1,0,1,0,3,3,0,1,0,0,1,1,0,0,2,"Male",21,"Student","High School","Canada","Canada","Multiplayer",3,15,"CAN","CAN"
147,1,1,0,1,0,1,1,"Not difficult at all",5,5,6,5,4,"League of Legends","PC",11,"Competition",2,1,0,0,1,1,2,0,0,0,0,1,0,0,1,1,0,0,1,"Male",18,"Student","High School","Singapore","Singapore","Multiplayer",5,25,"SGP","SGP"
148,1,0,1,0,0,0,0,"Not difficult at all",3,5,2,3,1,"Other","PC",15,"Fun",5,2,0,3,3,3,3,2,2,2,3,3,2,1,2,0,2,2,3,"Male",25,"Employed","High School","UK","UK","Singleplayer",2,14,"GBR","GBR"
149,1,0,0,0,3,1,0,"Not difficult at all",2,6,5,6,6,"League of Legends","PC",30,"Competition",10,1,2,2,3,3,3,1,0,2,4,4,3,0,2,3,0,3,2,"Male",20,"Student","High School","Belgium","Belgium","Multiplayer",5,25,"BEL","BEL"
150,2,2,2,1,1,1,0,"Somewhat difficult",3,6,5,4,2,"League of Legends","PC",12,"Competition",5,0,1,0,3,2,3,2,4,4,3,4,1,0,3,0,0,2,3,"Male",19,"Student","High School","Argentina","Argentina","Multiplayer",9,20,"ARG","ARG"
151,2,0,0,1,1,0,0,"Not difficult at all",6,6,6,6,7,"Starcraft 2","PC",15,"Fun",20,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,3,"Male",18,"Student","High School","UK","UK","Multiplayer",4,31,"GBR","GBR"
152,0,0,0,0,1,0,1,"Not difficult at all",5,5,5,6,5,"League of Legends","PC",30,"Fun",5,0,1,0,2,0,1,0,1,1,0,3,0,0,1,2,0,0,1,"Male",24,"Employed","High School","Portugal","Portugal","Multiplayer",2,26,"PRT","PRT"
153,0,0,0,0,0,0,0,"Not difficult at all",5,5,5,4,5,"Starcraft 2","PC",20,"Competition",8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,"Male",25,"Employed","Masters","Romania","Romania","Multiplayer",0,24,"ROU","ROU"
154,0,0,0,0,0,0,0,"Unspecified",5,6,5,3,3,"League of Legends","PC",30,"Competition",10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"Male",23,"Unemployed","Bachelors","Poland","Poland","Multiplayer",0,22,"POL","POL"
155,0,1,3,1,0,1,0,"Not difficult at all",1,4,1,1,1,"League of Legends","PC",21,"Competition",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Male",18,"Student","High School","Germany","Germany","Multiplayer",6,8,"DEU","DEU"
156,1,0,0,1,0,1,0,"Not difficult at all",2,3,3,1,4,"League of Legends","PC",50,"Fun",10,0,1,0,3,2,3,2,0,1,2,4,2,0,1,1,0,0,2,"Male",21,"Student","Bachelors","Austria","Austria","Multiplayer",3,13,"AUT","AUT"
157,0,0,0,0,0,1,0,"Not difficult at all",2,5,6,2,3,"League of Legends","PC",20,"Fun",20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,"Male",23,"Student","High School","Netherlands","Netherlands","Multiplayer",1,18,"NLD","NLD"
158,1,1,1,1,2,0,0,"Somewhat difficult",5,6,5,4,3,"League of Legends","PC",25,"Competition",3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,2,"Male",22,"Employed","Bachelors","Germany","Germany","Multiplayer",6,23,"DEU","DEU"
159,1,0,0,0,0,0,0,"Somewhat difficult",5,6,6,5,5,"League of Legends","PC",17,"Fun",0,1,2,0,2,1,0,0,1,2,0,1,0,0,0,0,0,0,1,"Male",19,"Student","High School","Germany","Argentina","Multiplayer",1,27,"ARG","DEU"
160,0,0,0,0,0,1,0,"Not difficult at all",7,5,7,5,7,"League of Legends","PC",50,"Fun",5,0,1,0,1,0,1,0,1,1,0,3,0,1,1,0,0,0,1,"Male",18,"Unemployed","None","Denmark","Denmark","Multiplayer",1,31,"DNK","DNK"
161,0,0,0,0,0,1,0,"Somewhat difficult",2,4,4,2,3,"Counter Strike","PC",80,"Competition",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,"Male",29,"Unemployed","None","USA","UK","Multiplayer",1,15,"GBR","USA"
162,1,0,0,0,0,0,0,"Not difficult at all",3,6,3,5,7,"Other","PC",15,"Fun",2,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,"Male",39,"Employed","Bachelors","Sweden","Sweden","Multiplayer",1,24,"SWE","SWE"
163,1,2,1,0,0,0,0,"Not difficult at all",3,5,6,4,3,"League of Legends","PC",10,"Competition",20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,"Male",25,"Student","Bachelors","Germany","Germany","Multiplayer",4,21,"DEU","DEU"
164,1,2,3,2,3,0,0,"Not difficult at all",4,2,5,2,1,"Starcraft 2","PC",10,"Competition",10,4,1,0,3,0,0,0,1,4,1,0,0,0,3,0,4,2,1,"Male",21,"Student","Masters","Netherlands","Denmark","Multiplayer",11,14,"DNK","NLD"
165,1,1,1,0,0,0,0,"Somewhat difficult",1,2,2,2,1,"League of Legends","PC",10,"Competition",5,0,0,1,1,0,0,2,4,2,0,1,0,0,0,0,0,0,3,"Male",19,"Employed","High School","Sweden","Sweden","Multiplayer",3,8,"SWE","SWE"
166,1,1,1,3,0,3,0,"Not difficult at all",3,3,5,7,4,"Starcraft 2","PC",40,"Competition",5,0,0,0,3,0,0,0,0,0,0,4,4,0,4,4,0,4,5,"Male",25,"Employed","High School","Bulgaria","UK","Multiplayer",9,22,"GBR","BGR"
167,0,0,0,0,0,0,0,"Not difficult at all",6,5,6,4,7,"League of Legends","PC",10,"Fun",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Male",18,"Student","High School","Canada","Canada","Multiplayer",0,28,"CAN","CAN"
168,1,0,0,1,1,0,0,"Somewhat difficult",2,6,4,6,5,"Starcraft 2","PC",7,"Competition",4,1,1,1,2,0,1,1,1,1,0,0,0,0,0,1,0,0,3,"Male",19,"Student","High School","USA","USA","Multiplayer",3,23,"USA","USA"
169,3,1,2,1,0,0,0,"Very difficult",2,2,5,2,4,"League of Legends","PC",25,"Competition",4,2,0,3,3,3,4,3,3,3,3,3,3,0,3,3,2,0,2,"Male",20,"Student","High School","Norway","China","Multiplayer",7,15,"CHN","NOR"
170,0,0,0,1,0,1,1,"Not difficult at all",5,4,5,4,3,"League of Legends","PC",10,"Fun",5,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,"Male",18,"Student","High School","USA","Canada","Multiplayer",3,21,"CAN","USA"
171,1,1,1,0,0,0,1,"Somewhat difficult",6,6,6,6,6,"League of Legends","PC",20,"Fun",10,1,0,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,4,"Male",23,"Student","Bachelors","Italy","Germany","Multiplayer",4,30,"DEU","ITA"
173,0,0,0,1,0,2,0,"Not difficult at all",6,6,7,7,7,"League of Legends","PC",14,"Competition",6,0,1,0,1,0,0,2,1,0,0,0,1,0,1,0,0,1,3,"Male",29,"Employed","Bachelors","UK","UK","Multiplayer",3,33,"GBR","GBR"
174,0,1,0,0,0,0,0,"Not difficult at all",3,3,6,6,3,"Starcraft 2","PC",30,"Competition",40,0,1,2,3,0,2,1,2,2,1,1,0,1,1,1,0,0,2,"Male",22,"Student","High School","Germany","Netherlands","Multiplayer",1,21,"NLD","DEU"
175,0,0,0,0,0,1,0,"Somewhat difficult",4,5,6,5,5,"Starcraft 2","PC",15,"Competition",20,1,2,0,1,1,1,2,1,0,0,0,0,1,0,1,0,1,2,"Male",29,"Employed","Masters","France","France","Multiplayer",1,25,"FRA","FRA"
176,2,2,2,1,0,1,1,"Somewhat difficult",3,5,4,6,2,"League of Legends","PC",13,"Competition",10,0,0,0,1,1,2,0,0,3,1,4,1,0,3,4,0,2,3,"Male",18,"Student","None","Canada","Canada","Multiplayer",9,20,"CAN","CAN"
177,1,0,1,0,1,1,0,"Somewhat difficult",3,3,3,4,4,"League of Legends","PC",20,"Competition",30,1,1,3,2,1,2,2,4,2,1,2,1,0,1,1,0,2,2,"Male",18,"Student","None","USA","USA","Multiplayer",4,17,"USA","USA"
178,2,2,2,2,1,3,2,"Somewhat difficult",2,3,3,2,3,"League of Legends","PC",12,"Fun",16,0,0,1,1,0,0,0,1,1,0,3,0,0,0,1,0,0,2,"Male",25,"Unemployed","Bachelors","UK","UK","Multiplayer",14,13,"GBR","GBR"
179,1,0,0,1,0,1,0,"Somewhat difficult",2,2,5,3,5,"League of Legends","PC",35,"Fun",6,3,3,3,3,3,4,2,4,2,2,4,3,1,3,3,3,2,3,"Male",21,"Student","Bachelors","Portugal","Portugal","Multiplayer",3,17,"PRT","PRT"
181,0,0,1,0,0,0,0,"Not difficult at all",6,7,6,6,4,"League of Legends","PC",30,"Competition",10,1,1,0,2,1,1,3,3,2,0,1,1,0,1,2,0,0,3,"Male",21,"Student","Bachelors","Germany","Germany","Multiplayer",1,29,"DEU","DEU"
182,2,2,1,1,0,3,1,"Somewhat difficult",2,4,3,5,3,"Destiny","Console",14,"Fun",1,1,1,3,4,3,3,2,2,2,2,3,1,2,2,3,1,3,1,"Male",29,"Employed","PhD","UK","UK","Multiplayer",10,17,"GBR","GBR"
183,1,1,1,1,1,1,0,"Somewhat difficult",2,5,3,2,5,"League of Legends","PC",10,"Fun",12,1,1,3,3,3,3,1,2,2,3,3,1,1,2,2,2,1,1,"Female",20,"Student","High School","Denmark","Denmark","Multiplayer",6,17,"DNK","DNK"
184,0,0,1,0,0,1,0,"Not difficult at all",2,3,3,2,3,"League of Legends","PC",70,"Competition",6,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,"Male",19,"Student","High School","Croatia","Serbia","Singleplayer",2,13,"SRB","HRV"
185,3,3,3,1,1,0,0,"Somewhat difficult",2,2,3,2,3,"League of Legends","PC",40,"Competition",3,0,2,1,3,2,3,0,1,2,0,3,1,3,3,0,0,2,3,"Male",18,"Student","High School","Sweden","Sweden","Multiplayer",11,12,"SWE","SWE"
186,0,0,0,0,0,0,0,"Unspecified",6,7,6,6,6,"Starcraft 2","PC",15,"Competition",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Male",29,"Employed","PhD","Canada","Switzerland","Multiplayer",0,31,"CHE","CAN"
187,1,1,1,3,2,3,1,"Somewhat difficult",3,2,4,1,1,"League of Legends","PC",8,"Competition",4,3,2,1,2,1,1,4,2,4,1,0,0,2,2,1,4,2,1,"Male",21,"Student","Bachelors","Morocco","Morocco","Multiplayer",12,11,"MAR","MAR"
188,0,0,0,0,0,0,0,"Not difficult at all",2,2,3,3,2,"League of Legends","PC",8,"Competition",6,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,"Male",23,"Employed","Masters","USA","USA","Multiplayer",0,12,"USA","USA"
189,0,0,0,0,0,1,0,"Not difficult at all",2,5,1,1,6,"League of Legends","PC",30,"Fun",6,0,2,1,2,0,1,4,4,2,0,1,0,2,1,0,0,1,1,"Male",19,"Unemployed","High School","USA","USA","Multiplayer",1,15,"USA","USA"
190,1,1,1,1,1,1,1,"Somewhat difficult",2,3,2,2,3,"Starcraft 2","PC",0,"Competition",16,0,0,1,3,2,3,2,1,2,2,2,1,1,2,2,1,1,2,"Male",29,"Employed","High School","Australia","Australia","Multiplayer",7,12,"AUS","AUS"
191,0,0,0,0,0,0,0,"Not difficult at all",1,2,4,1,1,"League of Legends","PC",40,"Fun",3,0,1,2,4,3,2,3,4,0,0,0,0,0,0,0,0,0,3,"Male",21,"Unemployed","High School","USA","USA","Multiplayer",0,9,"USA","USA"
192,1,1,2,2,0,1,1,"Not difficult at all",2,2,6,4,3,"League of Legends","PC",21,"Fun",4,2,2,1,3,4,4,2,2,3,3,4,3,4,4,4,3,3,3,"Male",18,"Student","None","France","France","Multiplayer",8,17,"FRA","FRA"
194,1,1,3,0,1,2,0,"Somewhat difficult",4,7,6,1,7,"League of Legends","PC",50,"Competition",10,2,0,1,2,1,1,2,1,1,4,2,1,1,0,0,2,0,2,"Male",18,"Student","None","USA","USA","Multiplayer",8,25,"USA","USA"
195,1,0,0,0,1,1,1,"Somewhat difficult",5,5,6,4,2,"League of Legends","PC",20,"Competition",5,1,2,0,1,1,0,0,1,2,0,1,0,1,1,0,0,1,2,"Male",18,"Student","High School","Germany","Germany","Multiplayer",4,22,"DEU","DEU"
197,0,0,0,0,1,1,0,"Not difficult at all",3,5,5,6,6,"League of Legends","PC",12,"Competition",5,1,0,1,2,0,1,0,1,1,0,1,0,0,0,0,2,1,3,"Male",31,"Employed","High School","Netherlands","Netherlands","Multiplayer",2,25,"NLD","NLD"
198,0,0,0,0,0,0,0,"Unspecified",7,7,7,7,7,"Starcraft 2","PC",25,"Competition",10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"Male",25,"Student","Masters","Sweden","Sweden","Multiplayer",0,35,"SWE","SWE"
199,1,1,1,2,0,1,2,"Somewhat difficult",4,5,4,5,3,"Other","PC",13,"Competition",0,2,1,4,3,1,2,1,2,4,3,4,1,0,3,1,2,1,2,"Male",25,"Employed","Bachelors","USA","USA","Multiplayer",8,21,"USA","USA"
200,3,2,3,3,2,3,3,"Very difficult",4,3,2,5,1,"League of Legends","PC",20,"Fun",20,0,3,1,0,2,1,3,2,1,0,3,4,0,3,3,0,2,4,"Male",19,"Student","Bachelors","Poland","Poland","Multiplayer",19,15,"POL","POL"
201,2,0,2,1,3,0,0,"Not difficult at all",3,4,4,5,2,"League of Legends","PC",8,"Competition",4,0,2,0,1,0,0,3,1,1,0,0,0,2,1,3,0,3,3,"Male",24,"Employed","Bachelors","Germany","Germany","Multiplayer",8,18,"DEU","DEU"
202,0,0,0,0,0,0,0,"Not difficult at all",6,6,6,4,2,"Starcraft 2","PC",8,"Competition",4,0,0,1,0,3,0,0,1,0,0,0,4,0,0,0,0,0,2,"Male",26,"Employed","Bachelors","USA","USA","Multiplayer",0,24,"USA","USA"
203,0,0,0,0,0,0,0,"Unspecified",2,3,5,6,1,"League of Legends","PC",18,"Competition",4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Male",18,"Student","None","USA","USA","Multiplayer",0,17,"USA","USA"
204,1,1,1,2,0,1,0,"Somewhat difficult",6,7,7,2,5,"Starcraft 2","PC",20,"Competition",15,1,1,1,1,0,2,1,4,4,1,3,0,0,1,3,0,0,1,"Male",18,"Unemployed","High School","UK","UK","Multiplayer",6,27,"GBR","GBR"
205,0,0,0,0,0,0,0,"Not difficult at all",3,6,3,2,3,"League of Legends","PC",30,"Competition",20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,2,"Male",25,"Student","Bachelors","Australia","Australia","Multiplayer",0,17,"AUS","AUS"
206,1,0,1,1,0,3,1,"Somewhat difficult",4,6,2,2,4,"League of Legends","PC",10,"Competition",30,2,0,1,0,1,2,0,1,4,0,2,0,1,1,2,0,3,3,"Male",20,"Student","Masters","Spain","Spain","Multiplayer",7,18,"ESP","ESP"
207,0,0,0,0,0,0,0,"Not difficult at all",4,5,5,4,5,"Starcraft 2","PC",5,"Competition",2,1,1,2,2,0,4,1,4,3,1,4,0,0,1,1,0,2,1,"Male",19,"Student","High School","Saudi Arabia","Saudi Arabia","Multiplayer",0,23,"SAU","SAU"
208,1,1,1,1,0,0,1,"Somewhat difficult",3,6,5,5,3,"League of Legends","PC",15,"Competition",20,1,1,1,2,1,1,2,2,3,0,4,1,0,1,0,1,2,2,"Male",18,"Student","High School","USA","USA","Multiplayer",5,22,"USA","USA"
209,0,2,0,0,1,1,0,"Not difficult at all",6,5,6,5,6,"Other","Console",16,"Fun",1,1,1,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,"Male",27,"Employed","High School","USA","USA","Singleplayer",4,28,"USA","USA"
210,1,0,0,0,0,1,0,"Not difficult at all",3,6,3,5,3,"League of Legends","PC",30,"Competition",10,1,3,1,2,1,2,1,0,2,1,3,0,0,2,3,1,0,1,"Male",26,"Employed","High School","Germany","Germany","Multiplayer",2,20,"DEU","DEU"
211,1,1,1,1,0,0,0,"Somewhat difficult",5,6,5,4,3,"League of Legends","PC",5,"Fun",14,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,2,"Male",18,"Student","None","Germany","Germany","Multiplayer",4,23,"DEU","DEU"
212,1,0,0,0,0,1,0,"Not difficult at all",3,3,7,6,6,"League of Legends","PC",7,"Fun",7,0,1,0,0,2,1,1,1,0,1,0,1,0,0,0,0,0,2,"Male",23,"Employed","Bachelors","USA","USA","Multiplayer",2,25,"USA","USA"
213,1,2,1,0,0,1,1,"Not difficult at all",3,4,3,5,4,"League of Legends","PC",14,"Fun",10,2,2,1,1,3,3,1,0,2,1,3,2,1,2,3,1,3,1,"Male",19,"Student","High School","Slovakia","Slovakia","Multiplayer",6,19,"SVK","SVK"
214,0,0,0,0,0,1,0,"Not difficult at all",3,2,4,2,4,"Hearthstone","PC",50,"Competition",30,0,0,0,1,2,0,0,0,3,1,3,0,0,1,1,0,0,2,"Male",22,"Student","High School","Austria","Germany","Multiplayer",1,15,"DEU","AUT"
215,0,0,0,0,1,1,0,"Not difficult at all",6,6,6,4,2,"League of Legends","PC",30,"Competition",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Male",18,"Student","High School","USA","USA","Multiplayer",2,24,"USA","USA"
216,2,2,3,3,0,1,3,"Extremely difficult",1,2,1,2,4,"League of Legends","PC",20,"Competition",8,0,1,3,4,0,1,0,4,3,0,1,0,0,1,0,0,0,2,"Male",18,"Unemployed","High School","Czech Republic","Czech Republic","Multiplayer",14,10,"CZE","CZE"
